,precision@5,precision@5,recall@5,recall@5,f1@5,f1@5,precision_ir@5,precision_ir@5,recall_ir@5,recall_ir@5,f1_ir@5,f1_ir@5,precision@10,precision@10,recall@10,recall@10,f1@10,f1@10,precision_ir@10,precision_ir@10,recall_ir@10,recall_ir@10,f1_ir@10,f1_ir@10,precision@20,precision@20,recall@20,recall@20,f1@20,f1@20,precision_ir@20,precision_ir@20,recall_ir@20,recall_ir@20,f1_ir@20,f1_ir@20
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
method_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boruta,0.7635,0.2591053626855899,0.463,0.20132642853601623,0.5631666666666667,0.20044221509669838,0.8305,0.22156823148413574,0.45483333333333337,0.2060461079652567,0.5602142857142858,0.19391360543981126,0.60275,0.2486402873252906,0.7072499999999999,0.26598742597525615,0.6375833333333333,0.23749421426653905,0.6825,0.25944562065139576,0.7036666666666668,0.26958077750483495,0.6548333333333334,0.21980466506084856,0.354125,0.1264087905599412,0.81375,0.22597255694271384,0.48623333333333335,0.15667610842698382,0.423625,0.23169444353049823,0.7969166666666666,0.23249986899742678,0.5165666666666666,0.17903790344958673
cat,0.792,0.28343754533452886,0.49524999999999997,0.25965552174936957,0.5941666666666666,0.24904020716378844,0.867,0.24670459641996295,0.4910833333333333,0.2645929051544839,0.5965476190476191,0.2459621401524058,0.6072500000000001,0.224942069958229,0.71,0.23956937139224024,0.6415000000000001,0.21133297491859174,0.66975,0.25410896464860694,0.6891666666666667,0.2630802586677613,0.6415000000000001,0.21133297491859174,0.357875,0.11005459740977465,0.8220000000000001,0.18165488223717383,0.49133333333333334,0.13208943579112997,0.422125,0.19647070065416583,0.8088333333333334,0.1934740794977007,0.5203333333333333,0.14408412097843626
cif,0.676125,0.33838077345263173,0.4175,0.25462574775469443,0.5037083333333334,0.26761894475171516,0.7605,0.3223425048477467,0.41802083333333334,0.2535295414528081,0.5123392857142857,0.2581908893907077,0.557625,0.2745705328070159,0.6445624999999999,0.28820105134696905,0.5866041666666667,0.26704241087856845,0.6205625,0.30873614519252984,0.6241666666666668,0.3031497954562468,0.5870416666666667,0.2666773469562276,0.34025,0.1344804469770122,0.7723749999999999,0.243975535481933,0.4659166666666667,0.16955912043728585,0.41600000000000004,0.2539314390437592,0.7592916666666666,0.2459874324014357,0.5010833333333333,0.20062453735580155
cit,0.5561250000000001,0.3252938970372115,0.34137500000000004,0.23234532401900376,0.4129583333333333,0.251775982785509,0.649625,0.32661756500700756,0.3468333333333334,0.2264915508915331,0.42810119047619044,0.23774548889715827,0.3605625,0.19576742999770136,0.423875,0.2353765296162383,0.3816666666666667,0.19990616935913302,0.42575,0.25812512539992477,0.41635416666666664,0.2353568699065655,0.3923229166666667,0.1969847401958409,0.227625,0.095780180762472,0.522875,0.21562303374854638,0.31251666666666666,0.1253166362808513,0.2759375,0.17101322915666956,0.5125833333333333,0.21144711200613436,0.33416666666666667,0.1407863795599033
cpi,0.5935,0.363025092858762,0.375,0.2868461290559557,0.4478333333333333,0.30006176844848675,0.679,0.3584413487605096,0.37775,0.284103957169787,0.45911904761904765,0.29059434929387595,0.41625,0.25361731379114594,0.49975,0.31690061928981084,0.4440833333333334,0.26373385939940774,0.48175000000000007,0.28713769805462724,0.4945833333333334,0.3180823453857746,0.4565833333333334,0.25807427655509857,0.253875,0.12233621601706265,0.595,0.28763141270371495,0.35013333333333335,0.16233736886837094,0.306375,0.18795992047311752,0.5870000000000001,0.28770962960301594,0.37493333333333334,0.17355584971794288
et,0.7725,0.3045910196034311,0.4865,0.27651202006984743,0.5818333333333333,0.2686496342998963,0.8595,0.25083269843964984,0.48833333333333334,0.27375194629083976,0.5922142857142857,0.25393081125409966,0.62825,0.260377473241117,0.7315,0.26988858742833144,0.6626666666666666,0.24708965967125743,0.6942499999999999,0.27827239589256697,0.7141666666666667,0.2893339704861917,0.6661666666666668,0.24402586246929797,0.37262500000000004,0.11641839408445304,0.85075,0.18312091818438367,0.5108999999999999,0.13978170911961224,0.44487499999999996,0.2339965177107384,0.8315833333333333,0.1936610127478818,0.5417666666666667,0.1669594454315922
lgbm,0.7735,0.2819523388832803,0.48662500000000003,0.2567898667579914,0.58225,0.24689183140590776,0.84625,0.2357549851355647,0.48450000000000004,0.2590673021746323,0.58675,0.24009590070882555,0.588625,0.2186730018250058,0.6940000000000001,0.23861091542760873,0.62375,0.2064657635742529,0.644125,0.2374572947574826,0.6760833333333334,0.25925815188723267,0.6241875,0.20508425871847547,0.3474375,0.1123881553615948,0.804125,0.19670752829927982,0.47781666666666667,0.13655478290099768,0.4029375,0.1863475324422333,0.7903749999999999,0.21139259453062473,0.5019166666666667,0.14715167559579273
pi,0.6735,0.3355282372543144,0.42174999999999996,0.2821363851927363,0.5056666666666667,0.2859975482501973,0.754,0.32395426515912246,0.4205,0.28266893451274167,0.5119047619047619,0.2794666406109773,0.48350000000000004,0.22903907361650716,0.5725,0.28922807990496663,0.5131666666666667,0.2352267728005487,0.5507500000000001,0.2790054616294234,0.55825,0.2968107536852438,0.5192916666666667,0.2323212887725343,0.2905,0.11718182003778756,0.67325,0.26821499904793866,0.3996333333333333,0.15289822031518222,0.35275,0.2108104364120776,0.6625833333333334,0.27010625043093733,0.4285666666666667,0.17429445951827943
